ticket_id,created_at,resolved_at,priority,category,agent,team,status,location,satisfaction_score,sla_target_hours,resolution_time_hours,SLA_breached
INC-100273,2025-08-15 08:00:00,2025-08-16 23:02:37.219134644,Medium,Hardware,Tim Bauer,Network,Closed,Munich,3.2,48,39.04,False
INC-100182,2025-08-15 13:00:00,2025-08-16 22:13:08.431358925,Medium,Software,Kevin Zhang,Network,Resolved,Hamburg,4.4,48,33.22,False
INC-100390,2025-08-15 18:00:00,,Medium,Onboarding,Noah Fischer,Security,In Progress,Hamburg,,48,,True
INC-100961,2025-08-15 19:00:00,,Medium,Email,Olivia Reed,Network,Pending,Munich,,48,,True
INC-100536,2025-08-15 20:00:00,2025-08-17 07:16:37.046449572,High,Email,Alice Brown,Service Desk,Closed,Frankfurt,3.4,24,35.28,True
INC-101046,2025-08-15 20:00:00,2025-08-17 09:58:35.375936835,Medium,Network,David Ross,Infrastructure,Closed,Berlin,3.7,48,37.98,False
INC-100058,2025-08-16 00:00:00,2025-08-18 06:39:30.102329225,Low,Hardware,Alice Brown,Service Desk,Resolved,Frankfurt,3.9,72,54.66,False
INC-100884,2025-08-16 06:00:00,2025-08-17 04:27:30.445834290,Medium,Network,Alice Brown,Service Desk,Resolved,Berlin,4.0,48,22.46,False
INC-100533,2025-08-16 09:00:00,2025-08-17 10:51:10.469211943,Medium,Security Incident,Marco Klein,Service Desk,Resolved,Munich,4.0,48,25.85,False
INC-100847,2025-08-16 12:00:00,2025-08-17 21:54:57.229386287,High,Email,Olivia Reed,Network,Resolved,Remote,2.6,24,33.92,True
INC-100750,2025-08-16 19:00:00,2025-08-18 21:13:40.089888288,Low,Hardware,Lina Schmitt,Service Desk,Closed,Cologne,4.2,72,50.23,False
INC-100937,2025-08-16 21:00:00,2025-08-18 05:55:06.283275085,Medium,Hardware,Marta Novak,Security,Resolved,Hamburg,3.9,48,32.92,False
INC-100083,2025-08-17 13:00:00,2025-08-18 07:52:18.789065124,Medium,Software,Lina Schmitt,Service Desk,Closed,Munich,3.3,48,18.87,False
INC-100287,2025-08-17 15:00:00,,Medium,Software,David Ross,Infrastructure,Open,Berlin,,48,,True
INC-100178,2025-08-17 16:00:00,2025-08-18 16:04:17.163248683,Medium,Vpn,Lina Schmitt,Service Desk,Resolved,Cologne,3.7,48,24.07,False
INC-101076,2025-08-18 07:00:00,2025-08-19 01:07:05.600150877,Medium,Hardware,Tim Bauer,Network,Closed,Berlin,3.8,48,18.12,False
INC-100350,2025-08-18 12:00:00,2025-08-19 14:25:10.992361602,Medium,Access Request,Lina Schmitt,Service Desk,Resolved,Remote,3.6,48,26.42,False
INC-100041,2025-08-18 15:00:00,,Medium,Access Request,Noah Fischer,Security,Open,Berlin,,48,,True
INC-100623,2025-08-18 15:00:00,2025-08-20 12:45:29.067042539,Medium,Email,Tim Bauer,Network,Closed,Berlin,4.5,48,45.76,False
INC-100532,2025-08-18 17:00:00,,Low,Software,Nina Falk,Infrastructure,In Progress,Munich,,72,,True
INC-100467,2025-08-18 19:00:00,,Medium,Email,David Ross,Infrastructure,Open,Remote,,48,,True
INC-101078,2025-08-18 19:00:00,2025-08-18 23:39:54.337320248,Medium,Software,David Ross,Infrastructure,Closed,Hamburg,4.3,48,4.67,False
INC-100187,2025-08-18 21:00:00,2025-08-20 05:59:14.263478141,High,Hardware,Noah Fischer,Security,Resolved,Frankfurt,4.3,24,32.99,True
INC-100168,2025-08-19 01:00:00,2025-08-21 16:48:06.092488976,Low,Onboarding,Priya Sharma,Service Desk,Closed,Berlin,4.4,72,63.8,False
INC-100703,2025-08-19 06:00:00,2025-08-21 11:23:13.234351390,Medium,Vpn,Noah Fischer,Security,Resolved,Remote,4.2,48,53.39,True
INC-100685,2025-08-19 15:00:00,,Low,Security Incident,Kevin Zhang,Network,Open,Berlin,,72,,True
INC-101193,2025-08-19 20:00:00,,Medium,Software,Lina Schmitt,Service Desk,Pending,Hamburg,,48,,True
INC-100262,2025-08-19 22:00:00,2025-08-21 19:01:31.522299077,Medium,Hardware,Noah Fischer,Security,Resolved,Berlin,4.0,48,45.03,False
INC-100704,2025-08-20 02:00:00,,Medium,Security Incident,Priya Sharma,Service Desk,In Progress,Remote,,48,,True
INC-101032,2025-08-20 12:00:00,,Medium,Software,Olivia Reed,Network,In Progress,Hamburg,,48,,True
INC-100908,2025-08-20 13:00:00,2025-08-20 14:33:15.004076011,High,Hardware,Nina Falk,Infrastructure,Resolved,Remote,3.7,24,1.55,False
INC-100411,2025-08-20 19:00:00,,Medium,Vpn,Sofia Lang,Applications,In Progress,Frankfurt,,48,,True
INC-100544,2025-08-20 21:00:00,2025-08-21 19:25:41.623333627,Low,Hardware,Noah Fischer,Security,Resolved,Remote,4.0,72,22.43,False
INC-100259,2025-08-21 01:00:00,2025-08-24 03:16:33.948677672,Medium,Access Request,Jonas Weber,Infrastructure,Resolved,Berlin,3.4,48,74.28,True
INC-100761,2025-08-21 05:00:00,2025-08-22 04:29:16.872401773,Critical,Network,Emre Kaya,Applications,Resolved,Cologne,2.4,8,23.49,True
INC-100661,2025-08-21 09:00:00,2025-08-21 12:40:34.677925695,Low,Onboarding,Lina Schmitt,Service Desk,Resolved,Frankfurt,5.0,72,3.68,False
INC-100230,2025-08-21 10:00:00,2025-08-23 01:20:40.284359192,Medium,Network,Lina Schmitt,Service Desk,Resolved,Munich,4.3,48,39.34,False
INC-101174,2025-08-21 14:00:00,2025-08-22 17:36:20.011504161,Medium,Vpn,Tim Bauer,Network,Closed,Frankfurt,3.5,48,27.61,False
INC-100392,2025-08-22 00:00:00,2025-08-22 12:41:13.703070614,Medium,Network,Noah Fischer,Security,Resolved,Cologne,3.7,48,12.69,False
INC-100251,2025-08-22 01:00:00,,Critical,Vpn,Alice Brown,Service Desk,Open,Remote,,8,,True
INC-100349,2025-08-22 08:00:00,2025-08-22 15:48:09.578652877,High,Security Incident,Tim Bauer,Network,Closed,Remote,3.5,24,7.8,False
INC-101106,2025-08-22 10:00:00,2025-08-31 15:25:31.073998154,Low,Network,Olivia Reed,Network,Closed,Berlin,4.3,72,221.43,True
INC-100469,2025-08-22 13:00:00,,Medium,Email,Marco Klein,Service Desk,In Progress,Berlin,,48,,True
INC-100564,2025-08-22 13:00:00,2025-08-23 05:12:24.435240749,Low,Onboarding,Lina Schmitt,Service Desk,Resolved,Munich,4.1,72,16.21,False
INC-100023,2025-08-22 19:00:00,2025-08-24 09:00:27.878077549,Medium,Network,Kevin Zhang,Network,Resolved,Remote,4.1,48,38.01,False
INC-100635,2025-08-22 21:00:00,2025-08-24 14:53:44.527033208,Medium,Email,Alice Brown,Service Desk,Resolved,Remote,4.1,48,41.9,False
INC-100912,2025-08-23 01:00:00,2025-08-23 09:45:38.875944731,Medium,Hardware,Marco Klein,Service Desk,Closed,Remote,4.2,48,8.76,False
INC-100253,2025-08-24 04:00:00,2025-08-27 04:46:18.966025948,Medium,Software,Tim Bauer,Network,Closed,Frankfurt,4.1,48,72.77,True
INC-100072,2025-08-24 11:00:00,2025-08-24 22:34:55.170969221,Critical,Software,Sofia Lang,Applications,Resolved,Berlin,2.4,8,11.58,True
INC-101178,2025-08-24 23:00:00,2025-08-25 03:50:40.726328857,Critical,Email,Jonas Weber,Infrastructure,Closed,Cologne,3.3,8,4.84,False
INC-100523,2025-08-25 03:00:00,2025-08-25 21:54:26.087919423,Low,Software,Noah Fischer,Security,Resolved,Cologne,4.3,72,18.91,False
INC-101113,2025-08-25 05:00:00,2025-08-25 10:39:47.818992332,High,Network,Kevin Zhang,Network,Resolved,Berlin,4.0,24,5.66,False
INC-100888,2025-08-25 07:00:00,2025-08-25 22:23:46.374677213,High,Email,Jonas Weber,Infrastructure,Resolved,Remote,3.7,24,15.4,False
INC-101115,2025-08-25 15:00:00,2025-08-26 09:06:11.014236872,High,Software,Priya Sharma,Service Desk,Resolved,Berlin,3.6,24,18.1,False
INC-100052,2025-08-25 17:00:00,2025-08-26 15:18:23.500748191,Low,Onboarding,Olivia Reed,Network,Resolved,Frankfurt,4.4,72,22.31,False
INC-100543,2025-08-25 18:00:00,,High,Email,Marta Novak,Security,Open,Berlin,,24,,True
INC-100398,2025-08-26 03:00:00,2025-08-27 09:06:51.295534341,Low,Network,Lina Schmitt,Service Desk,Resolved,Remote,4.5,72,30.11,False
INC-100993,2025-08-26 06:00:00,2025-08-28 12:20:33.376038885,Low,Email,Kevin Zhang,Network,Resolved,Munich,3.9,72,54.34,False
INC-100838,2025-08-26 13:00:00,2025-08-28 00:25:41.964684836,Low,Hardware,Jonas Weber,Infrastructure,Resolved,Cologne,4.1,72,35.43,False
INC-100426,2025-08-26 22:00:00,2025-08-27 06:13:56.269428981,Medium,Hardware,Marco Klein,Service Desk,Closed,Berlin,4.5,48,8.23,False
INC-100102,2025-08-26 23:00:00,2025-08-29 09:51:50.437425383,Low,Access Request,Lina Schmitt,Service Desk,Closed,Hamburg,4.5,72,58.86,False
INC-101085,2025-08-27 02:00:00,2025-08-28 01:32:59.425026483,Medium,Network,Alice Brown,Service Desk,Resolved,Remote,4.3,48,23.55,False
INC-100009,2025-08-27 08:00:00,2025-08-27 22:11:23.880598414,Low,Software,Noah Fischer,Security,Resolved,Munich,3.9,72,14.19,False
INC-100872,2025-08-27 10:00:00,2025-08-27 21:30:33.711569748,Low,Software,Lina Schmitt,Service Desk,Resolved,Munich,4.1,72,11.51,False
INC-100224,2025-08-27 13:00:00,2025-08-28 06:58:50.584939215,Medium,Hardware,Chris Miller,Applications,Resolved,Frankfurt,3.3,48,17.98,False
INC-100653,2025-08-27 13:00:00,,Medium,Network,Marco Klein,Service Desk,Open,Remote,,48,,True
INC-100664,2025-08-27 13:00:00,,Medium,Network,Olivia Reed,Network,Open,Hamburg,,48,,True
INC-100339,2025-08-27 15:00:00,2025-08-28 12:26:25.272615597,Medium,Email,Tim Bauer,Network,Resolved,Remote,4.9,48,21.44,False
INC-100735,2025-08-28 23:00:00,2025-08-29 22:14:00.047595322,Low,Vpn,Olivia Reed,Network,Closed,Munich,4.0,72,23.23,False
INC-101072,2025-08-29 04:00:00,,Medium,Software,Chris Miller,Applications,In Progress,Frankfurt,,48,,True
INC-100142,2025-08-30 12:00:00,2025-09-01 09:37:19.773183122,Low,Software,Marco Klein,Service Desk,Resolved,Frankfurt,4.1,72,45.62,False
INC-100964,2025-08-31 05:00:00,2025-09-01 05:56:33.316910147,Medium,Software,Olivia Reed,Network,Resolved,Berlin,4.5,48,24.94,False
INC-100903,2025-08-31 14:00:00,2025-09-01 03:44:39.887963277,High,Software,Jonas Weber,Infrastructure,Resolved,Frankfurt,3.2,24,13.74,False
INC-100363,2025-09-01 14:00:00,2025-09-02 23:40:25.258765575,Medium,Software,Alice Brown,Service Desk,Resolved,Cologne,4.0,48,33.67,False
INC-100976,2025-09-02 03:00:00,2025-09-04 07:47:37.357012327,Low,Software,Marco Klein,Service Desk,Resolved,Berlin,5.0,72,52.79,False
INC-100078,2025-09-02 10:00:00,,Medium,Software,David Ross,Infrastructure,Open,Hamburg,,48,,True
INC-100032,2025-09-02 12:00:00,2025-09-03 13:37:38.186892106,Low,Vpn,Marta Novak,Security,Resolved,Hamburg,4.0,72,25.63,False
INC-100567,2025-09-02 17:00:00,2025-09-02 22:57:24.968727784,High,Hardware,Marta Novak,Security,Closed,Remote,3.0,24,5.96,False
INC-100412,2025-09-03 02:00:00,2025-09-04 19:43:11.494826598,Low,Software,Chris Miller,Applications,Resolved,Berlin,4.8,72,41.72,False
INC-100326,2025-09-03 06:00:00,2025-09-03 16:29:12.733946118,High,Software,Priya Sharma,Service Desk,Resolved,Remote,3.4,24,10.49,False
INC-100626,2025-09-03 19:00:00,2025-09-05 17:06:03.025082620,Medium,Email,Kevin Zhang,Network,Resolved,Remote,4.7,48,46.1,False
INC-100486,2025-09-03 20:00:00,2025-09-03 23:24:15.658462631,High,Access Request,Noah Fischer,Security,Resolved,Berlin,3.2,24,3.4,False
INC-101112,2025-09-03 21:00:00,2025-09-04 16:08:42.261651506,High,Access Request,David Ross,Infrastructure,Resolved,Berlin,3.6,24,19.15,False
INC-100148,2025-09-04 03:00:00,,High,Onboarding,Nina Falk,Infrastructure,In Progress,Frankfurt,,24,,True
INC-100637,2025-09-04 12:00:00,2025-09-04 17:39:02.618535647,High,Network,Alice Brown,Service Desk,Resolved,Remote,3.7,24,5.65,False
INC-100719,2025-09-04 13:00:00,,Critical,Network,Marta Novak,Security,In Progress,Remote,,8,,True
INC-100327,2025-09-04 17:00:00,2025-09-06 10:01:17.416735503,Medium,Software,Priya Sharma,Service Desk,Closed,Cologne,4.7,48,41.02,False
INC-100510,2025-09-04 19:00:00,2025-09-06 12:36:45.535788026,Medium,Onboarding,Alice Brown,Service Desk,Resolved,Berlin,3.8,48,41.61,False
INC-100566,2025-09-04 19:00:00,2025-09-05 13:11:41.705184125,High,Email,Kevin Zhang,Network,Resolved,Munich,2.6,24,18.19,False
INC-100854,2025-09-05 06:00:00,2025-09-08 04:27:51.432324775,Medium,Email,Kevin Zhang,Network,Resolved,Munich,5.0,48,70.46,True
INC-100189,2025-09-05 07:00:00,2025-09-09 14:40:53.326403994,Low,Vpn,Marta Novak,Security,Closed,Hamburg,3.8,72,103.68,True
INC-100097,2025-09-05 11:00:00,2025-09-06 18:32:50.900630192,Low,Email,Noah Fischer,Security,Resolved,Remote,5.0,72,31.55,False
INC-101047,2025-09-05 11:00:00,2025-09-07 03:23:49.893715244,Low,Hardware,Lina Schmitt,Service Desk,Resolved,Cologne,4.7,72,40.4,False
INC-100593,2025-09-05 13:00:00,2025-09-05 19:38:12.403261122,High,Software,Olivia Reed,Network,Resolved,Remote,4.4,24,6.64,False
INC-100832,2025-09-05 19:00:00,,Medium,Software,Chris Miller,Applications,Open,Hamburg,,48,,True
INC-100384,2025-09-05 19:00:00,,Medium,Access Request,Jonas Weber,Infrastructure,Pending,Remote,,48,,True
INC-101124,2025-09-06 11:00:00,2025-09-06 23:42:16.265880616,Medium,Email,Emre Kaya,Applications,Resolved,Berlin,3.8,48,12.7,False
INC-100315,2025-09-06 12:00:00,2025-09-07 09:23:25.235504501,Medium,Access Request,Tim Bauer,Network,Resolved,Berlin,3.9,48,21.39,False
INC-101107,2025-09-06 13:00:00,,High,Vpn,Priya Sharma,Service Desk,Pending,Remote,,24,,True
INC-100857,2025-09-06 18:00:00,2025-09-07 00:19:50.494496319,High,Software,Lina Schmitt,Service Desk,Resolved,Cologne,3.5,24,6.33,False
INC-100119,2025-09-06 21:00:00,,Medium,Network,Sofia Lang,Applications,Open,Berlin,,48,,True
INC-100831,2025-09-07 00:00:00,2025-09-08 01:48:42.164281940,Medium,Access Request,Olivia Reed,Network,Resolved,Remote,4.4,48,25.81,False
INC-101013,2025-09-07 00:00:00,,High,Email,Noah Fischer,Security,Pending,Hamburg,,24,,True
INC-100989,2025-09-07 02:00:00,,Critical,Vpn,Priya Sharma,Service Desk,In Progress,Remote,,8,,True
INC-100508,2025-09-07 11:00:00,2025-09-08 21:49:44.611506857,High,Software,Nina Falk,Infrastructure,Resolved,Frankfurt,2.8,24,34.83,True
INC-100925,2025-09-07 14:00:00,2025-09-09 05:18:43.452535316,Low,Hardware,Sofia Lang,Applications,Resolved,Frankfurt,4.3,72,39.31,False
INC-100568,2025-09-07 20:00:00,2025-09-08 13:11:31.736342292,Medium,Software,David Ross,Infrastructure,Closed,Munich,2.9,48,17.19,False
INC-100617,2025-09-07 22:00:00,2025-09-10 15:03:28.906745370,Medium,Hardware,Priya Sharma,Service Desk,Resolved,Berlin,3.7,48,65.06,True
INC-100483,2025-09-08 02:00:00,,High,Software,Kevin Zhang,Network,Open,Remote,,24,,True
INC-100696,2025-09-08 19:00:00,2025-09-09 22:51:21.016111098,Medium,Network,David Ross,Infrastructure,Resolved,Munich,4.5,48,27.86,False
INC-100919,2025-09-09 01:00:00,2025-09-09 20:47:20.058533254,Medium,Access Request,Marco Klein,Service Desk,Resolved,Hamburg,3.6,48,19.79,False
INC-100346,2025-09-09 10:00:00,2025-09-10 18:30:18.455195487,Medium,Onboarding,Marco Klein,Service Desk,Resolved,Berlin,4.1,48,32.51,False
INC-100933,2025-09-09 19:00:00,2025-09-12 10:46:33.014309749,Medium,Network,Chris Miller,Applications,Resolved,Hamburg,3.6,48,63.78,True
INC-101179,2025-09-10 04:00:00,2025-09-11 08:34:56.195897100,Medium,Email,Nina Falk,Infrastructure,Resolved,Remote,3.9,48,28.58,False
INC-100211,2025-09-10 16:00:00,2025-09-13 06:00:04.189649284,Medium,Access Request,Priya Sharma,Service Desk,Resolved,Berlin,3.7,48,62.0,True
INC-100380,2025-09-10 23:00:00,2025-09-11 01:43:00.954898395,Critical,Vpn,Priya Sharma,Service Desk,Resolved,Berlin,2.6,8,2.72,False
INC-100209,2025-09-11 05:00:00,,Low,Access Request,Nina Falk,Infrastructure,In Progress,Hamburg,,72,,True
INC-100206,2025-09-11 19:00:00,2025-09-13 02:14:00.581961803,Medium,Onboarding,Priya Sharma,Service Desk,Closed,Frankfurt,4.0,48,31.23,False
INC-100618,2025-09-11 22:00:00,2025-09-13 06:15:20.338662080,Low,Network,Chris Miller,Applications,Resolved,Remote,5.0,72,32.26,False
INC-100292,2025-09-12 01:00:00,,High,Onboarding,Tim Bauer,Network,Open,Berlin,,24,,True
INC-100509,2025-09-12 11:00:00,2025-09-14 13:34:05.743446943,Medium,Network,Tim Bauer,Network,Resolved,Munich,3.8,48,50.57,True
INC-101123,2025-09-12 12:00:00,,High,Hardware,Emre Kaya,Applications,In Progress,Berlin,,24,,True
INC-101011,2025-09-12 12:00:00,2025-09-16 06:05:26.916792043,Medium,Access Request,Marco Klein,Service Desk,Resolved,Berlin,4.7,48,90.09,True
INC-100744,2025-09-12 22:00:00,,Medium,Hardware,Emre Kaya,Applications,Pending,Frankfurt,,48,,True
INC-100890,2025-09-12 23:00:00,2025-09-16 12:48:26.650091199,Medium,Network,David Ross,Infrastructure,Resolved,Remote,4.5,48,85.81,True
INC-100779,2025-09-13 00:00:00,,High,Access Request,Emre Kaya,Applications,Open,Munich,,24,,True
INC-100216,2025-09-13 08:00:00,,High,Network,Kevin Zhang,Network,Open,Munich,,24,,True
INC-100505,2025-09-13 18:00:00,2025-09-13 20:37:25.465905050,High,Software,Lina Schmitt,Service Desk,Resolved,Hamburg,5.0,24,2.62,False
INC-100281,2025-09-14 04:00:00,2025-09-17 21:43:25.250913941,Medium,Software,Jonas Weber,Infrastructure,Resolved,Remote,5.0,48,89.72,True
INC-100143,2025-09-14 08:00:00,2025-09-14 16:26:56.396508438,Critical,Software,Tim Bauer,Network,Closed,Frankfurt,3.8,8,8.45,True
INC-100039,2025-09-14 10:00:00,2025-09-14 23:40:53.034984098,Low,Email,Marta Novak,Security,Resolved,Remote,5.0,72,13.68,False
INC-100111,2025-09-14 12:00:00,2025-09-16 03:22:43.661473050,Medium,Access Request,Olivia Reed,Network,Resolved,Berlin,3.9,48,39.38,False
INC-101192,2025-09-14 17:00:00,2025-09-15 23:04:13.830254407,High,Security Incident,Priya Sharma,Service Desk,Resolved,Cologne,3.8,24,30.07,True
INC-100950,2025-09-14 17:00:00,2025-09-15 15:48:28.698219900,Medium,Access Request,Priya Sharma,Service Desk,Resolved,Cologne,3.3,48,22.81,False
INC-100413,2025-09-15 00:00:00,2025-09-17 06:56:03.929967784,Medium,Onboarding,David Ross,Infrastructure,Closed,Cologne,4.4,48,54.93,True
INC-100399,2025-09-15 07:00:00,2025-09-19 07:06:35.921619169,Medium,Hardware,Olivia Reed,Network,Resolved,Cologne,3.0,48,96.11,True
INC-101028,2025-09-15 08:00:00,2025-09-15 18:48:19.218328899,Medium,Hardware,Lina Schmitt,Service Desk,Resolved,Hamburg,5.0,48,10.81,False
INC-100314,2025-09-15 11:00:00,2025-09-16 06:13:24.243957689,Medium,Network,Olivia Reed,Network,Resolved,Cologne,4.8,48,19.22,False
INC-100152,2025-09-15 12:00:00,2025-09-16 08:44:32.508830105,Medium,Access Request,Alice Brown,Service Desk,Resolved,Berlin,4.3,48,20.74,False
INC-100573,2025-09-15 17:00:00,2025-09-17 02:51:49.758283374,Medium,Software,Priya Sharma,Service Desk,Resolved,Frankfurt,3.6,48,33.86,False
INC-100814,2025-09-16 03:00:00,2025-09-17 10:37:35.509551110,Low,Security Incident,Olivia Reed,Network,Closed,Frankfurt,3.5,72,31.63,False
INC-100299,2025-09-16 07:00:00,,Medium,Access Request,Alice Brown,Service Desk,Open,Remote,,48,,True
INC-100534,2025-09-16 07:00:00,2025-09-20 03:56:28.490273585,Low,Access Request,Noah Fischer,Security,Resolved,Munich,4.6,72,92.94,True
INC-100450,2025-09-16 17:00:00,2025-09-17 03:37:59.697937383,High,Software,Lina Schmitt,Service Desk,Resolved,Remote,3.7,24,10.63,False
INC-100855,2025-09-17 01:00:00,,Medium,Software,Jonas Weber,Infrastructure,Open,Remote,,48,,True
INC-100481,2025-09-17 02:00:00,,Medium,Software,Lina Schmitt,Service Desk,In Progress,Munich,,48,,True
INC-100660,2025-09-17 03:00:00,2025-09-17 17:33:00.136872121,Low,Network,Olivia Reed,Network,Resolved,Remote,2.9,72,14.55,False
INC-100096,2025-09-17 04:00:00,2025-09-17 15:43:25.316317403,Low,Hardware,Jonas Weber,Infrastructure,Resolved,Munich,3.8,72,11.72,False
INC-100841,2025-09-17 08:00:00,2025-09-19 19:41:23.959216081,Medium,Email,Lina Schmitt,Service Desk,Resolved,Frankfurt,3.5,48,59.69,True
INC-100495,2025-09-17 13:00:00,2025-09-18 17:42:34.775917967,Low,Hardware,Sofia Lang,Applications,Resolved,Berlin,4.4,72,28.71,False
INC-100342,2025-09-17 19:00:00,2025-09-19 06:23:26.160925759,High,Software,Kevin Zhang,Network,Resolved,Frankfurt,3.9,24,35.39,True
INC-101114,2025-09-18 02:00:00,2025-09-19 05:45:49.542708836,Medium,Email,Olivia Reed,Network,Closed,Cologne,4.2,48,27.76,False
INC-100154,2025-09-18 11:00:00,2025-09-25 05:30:07.510441730,Low,Vpn,Nina Falk,Infrastructure,Resolved,Berlin,5.0,72,162.5,True
INC-100271,2025-09-18 17:00:00,,Critical,Onboarding,Noah Fischer,Security,In Progress,Frankfurt,,8,,True
INC-100796,2025-09-18 21:00:00,2025-09-19 08:56:36.669562352,Medium,Onboarding,Marco Klein,Service Desk,Resolved,Hamburg,3.5,48,11.94,False
INC-100419,2025-09-19 04:00:00,2025-09-20 15:58:30.370227893,Low,Vpn,Priya Sharma,Service Desk,Resolved,Munich,4.7,72,35.98,False
INC-100638,2025-09-19 06:00:00,2025-09-20 10:23:54.178798793,Low,Email,Jonas Weber,Infrastructure,Resolved,Munich,4.4,72,28.4,False
INC-100971,2025-09-19 16:00:00,2025-09-19 20:12:00.243047958,Critical,Hardware,David Ross,Infrastructure,Closed,Remote,2.0,8,4.2,False
INC-100353,2025-09-19 17:00:00,2025-09-20 23:00:39.203496503,Low,Security Incident,Priya Sharma,Service Desk,Resolved,Cologne,4.9,72,30.01,False
INC-100263,2025-09-19 23:00:00,2025-09-22 14:45:11.470307987,Low,Network,Noah Fischer,Security,Resolved,Frankfurt,4.2,72,63.75,False
INC-100442,2025-09-20 05:00:00,2025-09-26 07:57:13.553085788,Low,Access Request,Emre Kaya,Applications,Resolved,Munich,3.4,72,146.95,True
INC-100928,2025-09-20 07:00:00,2025-09-20 19:21:53.173946622,High,Access Request,Jonas Weber,Infrastructure,Resolved,Frankfurt,3.6,24,12.36,False
INC-100190,2025-09-20 08:00:00,2025-09-20 22:11:50.223800517,Medium,Access Request,Emre Kaya,Applications,Closed,Frankfurt,4.4,48,14.2,False
INC-100802,2025-09-20 11:00:00,2025-09-22 10:52:53.792153591,Low,Email,Lina Schmitt,Service Desk,Closed,Hamburg,4.8,72,47.88,False
INC-100307,2025-09-20 12:00:00,2025-09-23 11:17:35.951132097,Low,Email,Nina Falk,Infrastructure,Resolved,Remote,5.0,72,71.29,False
INC-100136,2025-09-20 22:00:00,2025-09-21 20:19:15.305337369,High,Access Request,Emre Kaya,Applications,Resolved,Cologne,3.8,24,22.32,False
INC-100952,2025-09-21 03:00:00,2025-09-22 02:24:29.533389302,Critical,Email,Nina Falk,Infrastructure,Resolved,Remote,3.8,8,23.41,True
INC-101155,2025-09-21 04:00:00,,Medium,Network,David Ross,Infrastructure,In Progress,Berlin,,48,,True
INC-100226,2025-09-21 10:00:00,2025-09-21 18:15:20.568825603,High,Software,Marco Klein,Service Desk,Resolved,Frankfurt,4.0,24,8.26,False
INC-101105,2025-09-21 12:00:00,2025-09-22 04:36:55.309561037,High,Software,Jonas Weber,Infrastructure,Resolved,Remote,3.2,24,16.62,False
INC-101186,2025-09-21 19:00:00,,High,Hardware,Kevin Zhang,Network,Open,Munich,,24,,True
INC-100239,2025-09-22 01:00:00,2025-09-22 17:38:12.463364830,Medium,Network,Nina Falk,Infrastructure,Resolved,Berlin,4.0,48,16.64,False
INC-100333,2025-09-22 09:00:00,2025-09-25 03:32:43.194306351,Low,Vpn,Jonas Weber,Infrastructure,Closed,Cologne,4.1,72,66.55,False
INC-100400,2025-09-22 11:00:00,2025-09-24 04:32:27.774077817,Medium,Email,Alice Brown,Service Desk,Resolved,Hamburg,4.5,48,41.54,False
INC-100526,2025-09-22 11:00:00,2025-09-24 06:08:26.538249626,Medium,Vpn,Sofia Lang,Applications,Resolved,Berlin,3.6,48,43.14,False
INC-101060,2025-09-22 15:00:00,2025-09-23 15:37:20.572474050,High,Software,Marco Klein,Service Desk,Resolved,Cologne,4.2,24,24.62,True
INC-100088,2025-09-22 23:00:00,2025-09-25 00:08:37.482611017,Medium,Hardware,Kevin Zhang,Network,Resolved,Berlin,4.5,48,49.14,True
INC-100749,2025-09-23 02:00:00,2025-09-24 21:59:16.248221215,Medium,Software,Jonas Weber,Infrastructure,Closed,Remote,3.7,48,43.99,False
INC-100447,2025-09-23 07:00:00,,Medium,Hardware,Marco Klein,Service Desk,In Progress,Remote,,48,,True
INC-101034,2025-09-23 08:00:00,2025-09-24 00:10:23.697555938,Medium,Security Incident,Emre Kaya,Applications,Resolved,Remote,3.9,48,16.17,False
INC-101014,2025-09-23 11:00:00,,Low,Access Request,Nina Falk,Infrastructure,In Progress,Remote,,72,,True
INC-100748,2025-09-23 11:00:00,,High,Hardware,David Ross,Infrastructure,Open,Munich,,24,,True
INC-100799,2025-09-23 16:00:00,2025-09-25 00:43:52.796203365,Medium,Vpn,Emre Kaya,Applications,Resolved,Hamburg,3.5,48,32.73,False
INC-100309,2025-09-23 18:00:00,2025-09-26 07:16:44.650765943,Medium,Software,Marco Klein,Service Desk,Closed,Berlin,3.7,48,61.28,True
INC-100368,2025-09-23 19:00:00,2025-09-24 03:30:40.921107461,Medium,Software,Alice Brown,Service Desk,Resolved,Frankfurt,4.4,48,8.51,False
INC-100988,2025-09-23 21:00:00,2025-09-26 21:51:53.418248356,Medium,Network,Chris Miller,Applications,Resolved,Berlin,4.3,48,72.86,True
INC-101177,2025-09-23 22:00:00,2025-09-25 05:39:17.810191973,Medium,Email,Sofia Lang,Applications,Resolved,Hamburg,4.9,48,31.65,False
INC-100338,2025-09-24 02:00:00,,High,Security Incident,Priya Sharma,Service Desk,In Progress,Cologne,,24,,True
INC-100968,2025-09-24 02:00:00,2025-09-26 06:33:17.013888404,Low,Email,Alice Brown,Service Desk,Closed,Berlin,3.8,72,52.55,False
INC-100554,2025-09-24 07:00:00,2025-09-26 12:28:34.566611180,Medium,Network,Alice Brown,Service Desk,Resolved,Berlin,4.7,48,53.48,True
INC-100525,2025-09-24 11:00:00,2025-09-25 14:37:55.639881216,Medium,Hardware,Nina Falk,Infrastructure,Resolved,Frankfurt,4.3,48,27.63,False
